,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude,altitude
118,MMR001003,Injangyang,အင်ဂျန်းယန်,မြို့နယ်,Township,"အင်ဂျန်းယန်, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.8303708, 97.728043, 0.0)",25.8303708,97.728043,0.0
119,MMR001004,Tanai,တနိုင်း,မြို့နယ်,Township,"တနိုင်း, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(26.403813800000002, 96.60279485997367, 0.0)",26.403813800000002,96.60279485997367,0.0
120,MMR001005,Chipwi,ချီ​ဖွေ,မြို့နယ်,Township,,,,,
121,MMR001006,Tsawlaw,ဆော့လော်,မြို့နယ်,Township,"ဆော့လော်, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(26.1537756, 98.2711332, 0.0)",26.1537756,98.2711332,0.0
122,MMR001007,Mohnyin,မိုးညှင်း,မြို့နယ်,Township,"မိုးညှင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.779057, 96.373198, 0.0)",24.779057,96.373198,0.0
123,MMR001008,Mogaung,မိုးကောင်း,မြို့နယ်,Township,"မိုးကောင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), ၁၁၀၂, Myanmar","(25.3018588, 96.9416995, 0.0)",25.3018588,96.9416995,0.0
124,MMR001009,Hpakant,ဖားကန့်,မြို့နယ်,Township,"ဖားကန့်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), 1161, Myanmar","(25.6123483, 96.3125388, 0.0)",25.6123483,96.3125388,0.0
125,MMR001010,Bhamo,ဗန်းမော်,မြို့နယ်,Township,"ဗန်းမော်, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), 074, Myanmar","(24.266667, 97.233333, 0.0)",24.266667,97.233333,0.0
126,MMR001011,Shwegu,ရွှေကူ,မြို့နယ်,Township,"ရွှေကူ, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.2278257, 96.7874052, 0.0)",24.2278257,96.7874052,0.0
127,MMR001012,Momauk,မိုးမောက်,မြို့နယ်,Township,"မိုးမောက်, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.2493952, 97.3459136, 0.0)",24.2493952,97.3459136,0.0
128,MMR001013,Mansi,မံစီ,မြို့နယ်,Township,"မံစီ, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(23.9183825, 97.29555023001953, 0.0)",23.9183825,97.29555023001953,0.0
129,MMR001014,Puta-O,ပူတာအို,မြို့နယ်,Township,"ပူတာအို, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), 01051, Myanmar","(27.3097462, 97.4173317, 0.0)",27.3097462,97.4173317,0.0
130,MMR001015,Sumprabum,ဆွမ်ပရာဘွမ်,မြို့နယ်,Township,"ဆွမ်ပရာဘွမ်, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(26.5448191, 97.5683626, 0.0)",26.5448191,97.5683626,0.0
131,MMR001016,Machanbaw,မချမ်းဘော,မြို့နယ်,Township,"မချမ်းဘော, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(27.2821236, 97.5895433, 0.0)",27.2821236,97.5895433,0.0
132,MMR001017,Nawngmun,နောင်မွန်း,မြို့နယ်,Township,"နောင်မွန်း, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(27.5065429, 97.8143815, 0.0)",27.5065429,97.8143815,0.0
133,MMR001018,Khaunglanhpu,ခေါင်လန်ဖူး,မြို့နယ်,Township,"ခေါင်လန်ဖူး, ပူတာအိုခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(27.061073, 98.3599129, 0.0)",27.061073,98.3599129,0.0
134,MMR002001,Loikaw,လွိုင်ကော်,မြို့နယ်,Township,"လွိုင်ကော်, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.674167, 97.2094441, 0.0)",19.674167,97.2094441,0.0
135,MMR002002,Demoso,ဒီးမော့ဆို,မြို့နယ်,Township,"ဒီးမော့ဆို, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.45763175, 97.2828233062694, 0.0)",19.45763175,97.2828233062694,0.0
136,MMR002003,Hpruso,ဖရူဆို,မြို့နယ်,Township,"ဖရူဆို, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), 100101, Myanmar","(19.413286, 97.122673, 0.0)",19.413286,97.122673,0.0
137,MMR002004,Shadaw,ရှားတော,မြို့နယ်,Township,"ရှားတော, ဥတ္တရခရိုင်, နေပြည်တော် ပြည်ထောင်စုနယ်မြ, Myanmar","(20.105061, 96.166191, 0.0)",20.105061,96.166191,0.0
138,MMR002005,Bawlake,ဘောလခဲ,မြို့နယ်,Township,"ဘောလခဲ, ဘော်လခဲခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.1710509, 97.3421041, 0.0)",19.1710509,97.3421041,0.0
139,MMR002006,Hpasawng,ဖားဆောင်း,မြို့နယ်,Township,,,,,
140,MMR002007,Mese,မယ်စဲ,မြို့နယ်,Township,"မယ်စဲ, ဘော်လခဲခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(18.7451515, 97.5431188409926, 0.0)",18.7451515,97.5431188409926,0.0
141,MMR003001,Hpa-An,ဘားအံ,မြို့နယ်,Township,"ဘားအံ, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(16.8902634, 97.6362745, 0.0)",16.8902634,97.6362745,0.0
142,MMR003002,Hlaingbwe,လှိုင်းဘွဲ့,မြို့နယ်,Township,"လှိုင်းဘွဲ့, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(17.1251593, 97.8190019, 0.0)",17.1251593,97.8190019,0.0
143,MMR003003,Hpapun,ဖာပွန်,မြို့နယ်,Township,"ဖာပွန်, ဖာပွန်ခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(18.06496, 97.444878, 0.0)",18.06496,97.444878,0.0
144,MMR003004,Thandaunggyi,သံတောင်ကြီး,မြို့နယ်,Township,"သံတောင်ကြီး, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(19.0545611, 96.74071154035488, 0.0)",19.0545611,96.74071154035488,0.0
145,MMR003005,Myawaddy,မြဝတီ,မြို့နယ်,Township,"မြဝတီ, မြဝတီခရိုင်, ကရင်ပြည်နယ် (Kayin), 13052, Myanmar","(16.6871674, 98.507114, 0.0)",16.6871674,98.507114,0.0
146,MMR003006,Kawkareik,ကော့ကရိတ်,မြို့နယ်,Township,"ကော့ကရိတ်, ကော့ကရိတ်ခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(16.555531, 98.23996, 0.0)",16.555531,98.23996,0.0
147,MMR003007,Kyainseikgyi,ကြာအင်းဆိပ်ကြီး,မြို့နယ်,Township,"ကြာအင်းဆိပ်ကြီး, ကော့ကရိတ်ခရိုင်, ကရင်ပြည်နယ် (Kayin), 170757, Myanmar","(16.0413857, 98.1209715, 0.0)",16.0413857,98.1209715,0.0
148,MMR004001,Falam,ဖလမ်း,မြို့နယ်,Township,"ဖလမ်း, ဖလမ်းခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(22.9139433, 93.6790091, 0.0)",22.9139433,93.6790091,0.0
149,MMR004002,Hakha,ဟားခါး,မြို့နယ်,Township,"ဟားခါး, ဟားခါးခရိုင်, ချင်းပြည်နယ်‌, 03011, Myanmar","(22.6427551, 93.6096217, 0.0)",22.6427551,93.6096217,0.0
150,MMR004003,Thantlang,ထန်တလန်,မြို့နယ်,Township,"ထန်တလန်, ဟားခါးခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(22.69843, 93.4278, 0.0)",22.69843,93.4278,0.0
151,MMR004004,Tedim,တီးတိန်,မြို့နယ်,Township,"တီးတိန်, ဖလမ်းခရိုင်, ချင်းပြည်နယ်‌, 03042, Myanmar","(23.3717349, 93.655654, 0.0)",23.3717349,93.655654,0.0
152,MMR004005,Tonzang,တွန်းဇန်,မြို့နယ်,Township,,,,,
153,MMR004006,Mindat,မင်းတပ်,မြို့နယ်,Township,"မင်းတပ်, မင်းတပ်ခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(21.371757, 93.973654, 0.0)",21.371757,93.973654,0.0
154,MMR004007,Matupi,မတူပီ,မြို့နယ်,Township,"မတူပီ, မင်းတပ်ခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(21.596511, 93.444026, 0.0)",21.596511,93.444026,0.0
155,MMR004008,Kanpetlet,ကန်ပက်လက်,မြို့နယ်,Township,"ကန်ပက်လက်, မင်းတပ်ခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(21.1933082, 94.0586224, 0.0)",21.1933082,94.0586224,0.0
156,MMR004009,Paletwa,ပလက်ဝ,မြို့နယ်,Township,"ပလက်ဝ, မင်းတပ်ခရိုင်, ချင်းပြည်နယ်‌, Myanmar","(21.3064037, 92.8538238, 0.0)",21.3064037,92.8538238,0.0
157,MMR005001,Sagaing,စစ်ကိုင်း,မြို့နယ်,Township,"စစ်ကိုင်း, စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.8774215, 95.9839956, 0.0)",21.8774215,95.9839956,0.0
158,MMR005002,Myinmu,မြင်းမူ,မြို့နယ်,Township,"မြင်းမူ, စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.92514, 95.575851, 0.0)",21.92514,95.575851,0.0
159,MMR005003,Myaung,မြောင်,မြို့နယ်,Township,"မြောင်, စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.833411, 95.42128, 0.0)",21.833411,95.42128,0.0
160,MMR005004,Shwebo,ရွှေဘို,မြို့နယ်,Township,"ရွှေဘို, ရွှေဘိုခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.5666618, 95.6999989, 0.0)",22.5666618,95.6999989,0.0
161,MMR005005,Khin-U,ခင်ဦး,မြို့နယ်,Township,"ခင်ဦး, ရွှေဘိုခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.771583, 95.6217428, 0.0)",22.771583,95.6217428,0.0
162,MMR005006,Wetlet,ဝက်လက်,မြို့နယ်,Township,"ဝက်လက်, ရွှေဘိုခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.3680785, 95.7880232, 0.0)",22.3680785,95.7880232,0.0
163,MMR005007,Kanbalu,ကန့်ဘလူ,မြို့နယ်,Township,"ကန့်ဘလူ, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(23.27235795, 95.40190856658666, 0.0)",23.27235795,95.40190856658666,0.0
164,MMR005008,Kyunhla,ကျွန်းလှ,မြို့နယ်,Township,"ကျွန်းလှ, ကျွန်းစု, Myeik District, Tanintharyi Region, Myanmar","(12.2070692, 98.14151920028337, 0.0)",12.2070692,98.14151920028337,0.0
165,MMR005009,Ye-U,ရေဦး,မြို့နယ်,Township,"ရေဦး, ကန့်ဘလူ, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.85732055, 95.03007476076434, 0.0)",22.85732055,95.03007476076434,0.0
166,MMR005010,Tabayin,ဒီပဲယင်း,မြို့နယ်,Township,"ဒီပဲယင်း, ရွှေဘိုခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.685286, 95.321213, 0.0)",22.685286,95.321213,0.0
167,MMR005011,Taze,တန့်ဆည်,မြို့နယ်,Township,"အထက တန့်ဆည်, ခရိုင်ချင်းဆက်လမ်းမကြိး, အက်တေားကျေးရွာ, ကန့်ဘလူ, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.94774425, 95.40061675770531, 0.0)",22.94774425,95.40061675770531,0.0
168,MMR005012,Monywa,မုံရွာ,မြို့နယ်,Township,"မုံရွာ, မုံရွာခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.1182175, 95.1324747, 0.0)",22.1182175,95.1324747,0.0
169,MMR005013,Budalin,ဘုတလင်,မြို့နယ်,Township,"ဘုတလင်, မုံရွာခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.3871145, 95.1436405, 0.0)",22.3871145,95.1436405,0.0
170,MMR005014,Ayadaw,အရာတော်,မြို့နယ်,Township,"အရာတော်, မုံရွာခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.28525, 95.450677, 0.0)",22.28525,95.450677,0.0
171,MMR005015,Chaung-U,ချောင်းဦး,မြို့နယ်,Township,"ချောင်းဦး, မုံရွာခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.95693, 95.273628, 0.0)",21.95693,95.273628,0.0
172,MMR005016,Yinmarbin,ယင်းမာပင်,မြို့နယ်,Township,"ယင်းမာပင်, ယင်းမာပင်ခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.077789, 94.900139, 0.0)",22.077789,94.900139,0.0
173,MMR005017,Kani,ကနီ,မြို့နယ်,Township,"ကနီ, ယင်းမာပင်ခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.43291, 94.848469, 0.0)",22.43291,94.848469,0.0
174,MMR005018,Salingyi,ဆားလင်းကြီး,မြို့နယ်,Township,"ဆားလင်းကြီး, ယင်းမာပင်ခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.9724628, 95.0801873, 0.0)",21.9724628,95.0801873,0.0
175,MMR005019,Pale,ပုလဲ,မြို့နယ်,Township,"ပုလဲ, ယင်းမာပင်ခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.933992, 94.874673, 0.0)",21.933992,94.874673,0.0
